Tarih,Kumaş Kodu,Kalite Adı,Desen Adı,Varyant No,Firma Adı,Firma Ülkesi,Hammadde Kodu,Renk Adı,İplik Tipi,Kalite Tipi,Çözgü Adı,Kalite Grubu,Tezgah Kodu,İş Emri No,Proses Kodu,Sipariş No,Kumaş Grubu,İhtiyaç Kg
2023-06-20,1812-S21EN-M4278-7410,RCQ.MALTA-S,RCQ.MALTA 02,7410,FARGOTEX,POLAND,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S055,1639630,41,FRG_03159,Armürlü,26.565
2023-06-20,48101-A3RBK-A8-E4446/94-10-V00,DG.ANGOLA-A8,ANGOLA D02-BHS85-1,10-V00,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S091,1640228,DB89YBB,LEO_06330,Armürlü,23.1
2023-06-20,48127-L21EK-EL-SD3417/2-X10V3,ELB.STRONG-L,ELB.STRONG 06-1,X10V3,MERCIS,SLOVENIA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S093,1639794,PP-DK89Y,MER_01256,Jakarlı,11.0
2023-06-20,48127-L21EK-SD3417/1-X10V3,STRONG-L,STRONG 06-1,X10V3,KALAR TEXTILE,IRAN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S081,1640430,PP-K89Y,KLR_00063,Jakarlı,66.528
2023-06-20,48127-Z51DK-Z2-SD4323/1-X1010-1,STRONG-Z2,STRONG MX 421,X1010-1,DLTOPTEKS SHERRILL,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1640221,PP-K89YBB,E001X0076_00029,Jakarlı,22.0
2023-06-20,4974-A3RP9-A4-SD1965/1-X10Y6,GINA-A4,GINA 69T,X10Y6,DESIGNERS GUILD,UK,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM BONE,4800 CLAS,S089,1640217,K03,DES_00294,Jakarlı,11.413
2023-06-20,4974-A3RP9-A4-SD1965/1-X10Y6,GINA-A4,GINA 69T,X10Y6,DESIGNERS GUILD,UK,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1640217,K03,DES_00294,Jakarlı,11.0
2023-06-20,4976-B3RP9-ELC-M3340/4-X10A3,ELC.GABON-B,ELC.GABON 206T,X10A3,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S097,1640244,DK03,FRG_03159,Jakarlı,115.5
2023-06-20,4976-F24RH-F2-P4311X-X1083,GABON-F2,GABON 225,X1083,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1640219,PP-K89YBB,LEO_06333,Jakarlı,9.9
2023-06-20,4976-F24RH-F2-P4311X-X1083,GABON-F2,GABON 225,X1083,DE LEO,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1640220,PP-K89YBB,LEO_06334,Jakarlı,9.9
2023-06-20,4976-G2RE3-EL-M2829-10G4BK,EL.GABON-G,ELB.GABON 152,10G4BK,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S036,1640267,DK89Y,FRG_03159,Jakarlı,114.4
2023-06-20,4976-H5RAC-H4-P4765-X1079,GABON-H4,GABON 270,X1079,JAB ANSTOETZ,GERMANY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S093,1639793,K06X,JABJ_01076,Jakarlı,23.1
2023-06-20,4976-N31M-N9-P6437-10N8,GABON-N9,GABON FM 401,10N8,KALHA HOME FABRICS,JORDAN,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM,4800 CLAS,S091,1640229,PP-K89Y,KHF_00002,Jakarlı,17.636
2023-06-20,4976-N31M-N9-P6437-10N8,GABON-N9,GABON FM 401,10N8,KALHA HOME FABRICS,JORDAN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S091,1640229,PP-K89Y,KHF_00002,Jakarlı,13.42
2023-06-20,4976-N41M-N9-P6445-1082,GABON-N9,GABON FM 404,1082,KALHA HOME FABRICS,JORDAN,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM,4800 CLAS,S091,1640230,PP-K89Y,KHF_00002,Jakarlı,17.599
2023-06-20,4976-N41M-N9-P6445-1082,GABON-N9,GABON FM 404,1082,KALHA HOME FABRICS,JORDAN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S091,1640230,PP-K89Y,KHF_00002,Jakarlı,13.42
2023-06-21,1803-R31D2-R4-M1457/3-T4A1,KING-R4,KING 02MS,T4A1,KALAR TEXTILE,IRAN,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,S140,1640916,14-1,KLR_00063,Armürlü,116.816
2023-06-21,1803-R31G-R3-M1457/2-J7Q7,KING-R3,KING 02,J7Q7,ACTONA POLAND,POLAND,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/ZEBRA 1860 TEL,1800 CLASS,S053,1640628,14-1,SITS_01688,Armürlü,26.574
2023-06-21,1804-A2RG-M0601-J7Q7,NORDBY-A,NORDBY 03,J7Q7,UAB-GPLAN-SOFABRANDS,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/ZEBRA 1860 TEL,1800 CLASS,S053,1640627,125FR,UABGP_00531,Armürlü,24.766
2023-06-21,1812-B21FC-B4-M4508/1-74A4,RCQ.MALTA-B4,RCQ.MALTA BC 102,74A4,KALLERGIS CO,GREECE,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S141,1640306,PP-89Y,KALGS_00360,Jakarlı,79.695
2023-06-21,1812-R4FD-R14-SD4602-7458,RCQ.MALTA-R14,RCQ.MALTA MX 119,7458,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1640295,PP-89Y,JABJ_01074,Jakarlı,40.783
2023-06-21,1812-R4FD-R14-SD4602-74CE-1,RCQ.MALTA-R14,RCQ.MALTA MX 119,74CE-1,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1640294,PP-89Y,JABJ_01074,Jakarlı,40.783
2023-06-21,2900-B5P9-B-EL-SG9236/1-561090,EL.MUDO-B1,EL.MUDO 10,561090,GAMMA SRL,ITALY,FRM 0003 004,KREM,ATKI,SATEN,RCPVL F1002/SAMUR 2400 TEL,2400 CLAS,S029,1640738,DK89Y-4,GAMMA_00064,Jakarlı,6.574
2023-06-21,48068-123-FY812-BM01000,TAYCAN-A,TAYCAN 01,BM01000,CHEMA TEKSTIL,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,CEROTEX FASON,FRM/KREM BONE,4800 CLAS,S089,1640223,03,CHMT_00018,Jakarlı,24.2
2023-06-21,48101-C3RBK-M0484X2R71-X1010,ANGOLA-C,ANGOLA 03-1,X1010,FURNINOVA,SWEDEN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1641995,89Y,FUR_02017,Jakarlı,22.0
2023-06-21,48101-E3RBK-M0484X2R72-X1010,ANGOLA-E,ANGOLA 05-1,X1010,DLTOPTEKS MALINA,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1640222,K59XFFBB,DLTOPMALIN_00007,Jakarlı,26.4
2023-06-21,48127-L21EK-SD3417/1-X10A6,STRONG-L,STRONG 06-1,X10A6,ACTONA POLAND,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y039,1640668,PP-K89Y,SITS_01684,Jakarlı,12.002
2023-06-21,48127-L21EK-SD3417/1-X10Q3,STRONG-L,STRONG 06-1,X10Q3,KALAR TEXTILE,IRAN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S081,1640431,PP-K89Y,KLR_00063,Jakarlı,66.044
2023-06-21,48127-L21EK-SD3417/1-X10V3,STRONG-L,STRONG 06-1,X10V3,ACTONA POLAND,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S087,1640655,PP-K89Y,SITS_01688,Jakarlı,44.0
2023-06-21,4976-N31M-N9-P6437-1082,GABON-N9,GABON FM 401,1082,KALHA HOME FABRICS,JORDAN,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM,4800 CLAS,S091,1640231,PP-K89Y,KHF_00002,Jakarlı,17.636
2023-06-21,4976-N31M-N9-P6437-1082,GABON-N9,GABON FM 401,1082,KALHA HOME FABRICS,JORDAN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S091,1640231,PP-K89Y,KHF_00002,Jakarlı,13.42
2023-06-21,4976-N31M-N9-P6437-10C6,GABON-N9,GABON FM 401,10C6,KALHA HOME FABRICS,JORDAN,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM,4800 CLAS,S091,1640233,PP-K89Y,KHF_00002,Jakarlı,17.636
2023-06-21,4976-N31M-N9-P6437-10C6,GABON-N9,GABON FM 401,10C6,KALHA HOME FABRICS,JORDAN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S091,1640233,PP-K89Y,KHF_00002,Jakarlı,13.42
2023-06-21,4976-N31M-N9-P6437-10GA,GABON-N9,GABON FM 401,10GA,KALHA HOME FABRICS,JORDAN,FRM 0003 004,KREM,ATKI,SATEN,FRM/KREM,4800 CLAS,S091,1640232,PP-K89Y,KHF_00002,Jakarlı,17.636
2023-06-21,4976-N31M-N9-P6437-10GA,GABON-N9,GABON FM 401,10GA,KALHA HOME FABRICS,JORDAN,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S091,1640232,PP-K89Y,KHF_00002,Jakarlı,13.42
2023-06-21,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK02,1641116,ON-CLASSIC,KZLK_00372,Kadife,755.35
2023-06-22,1803-R31G-R3-M1457/2-T4DO,KING-R3,KING 02,T4DO,KALAR TEXTILE,IRAN,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,S140,1640917,14-1,KLR_00063,Armürlü,116.816
2023-06-22,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,S143,1640925,14-04SL,FLE_01636,Armürlü,531.488
2023-06-22,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,S143,1640925,14-04SL,FLE_01636,Armürlü,467.077
2023-06-22,1812-B21FB-B3-M4508-74F9-1,RCQ.MALTA-B3,RCQ.MALTA FC 102,74F9-1,DOLCEVITA,ITALY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1640908,PP-89Y,DOL_00199,Jakarlı,27.893
2023-06-22,1812-D21GC-D6-SD4306-7410,RCQ.MALTA-D6,RCQ.MALTA HX 107,7410,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641323,PP-89Y,JABJ_01093,Jakarlı,4.516
2023-06-22,1812-D21GC-D6-SD4306-74Q7,RCQ.MALTA-D6,RCQ.MALTA HX 107,74Q7,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,s141,1641960,PP-89Y,JABJ_01071,Jakarlı,42.638
2023-06-22,1812-D41GC-D6-M5069-7468,RCQ.MALTA-D6,RCQ.MALTA HX 322,7468,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641477,PP-89Y,JABJ_01096,Jakarlı,1.328
2023-06-22,1812-D41GC-D6-M5069-74G1,RCQ.MALTA-D6,RCQ.MALTA HX 322,74G1,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641322,PP-89Y,JABJ_01093,Jakarlı,3.985
2023-06-22,1812-D41GC-D6-M5069-74N7,RCQ.MALTA-D6,RCQ.MALTA HX 322,74N7,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S052,1640515,PP-89Y,JABJ_01073,Jakarlı,42.638
2023-06-22,1812-D41GC-D6-M5069-74N7,RCQ.MALTA-D6,RCQ.MALTA HX 322,74N7,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641479,PP-89Y,JABJ_01096,Jakarlı,1.328
2023-06-22,1812-D41GC-D6-SD4310-7461,RCQ.MALTA-D6,RCQ.MALTA HX 104,7461,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641324,PP-89Y,JABJ_01093,Jakarlı,5.313
2023-06-22,1812-R21FB-R49-SD5299-7444,RCQ.MALTA-R49,RCQ.MALTA MX 156,7444,HOEPKE,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S144,1640944,PP-89Y,HPK_03994,Jakarlı,20.328
2023-06-22,1812-R41FB-R78-SD5042-74G1,RCQ.MALTA-R78,RCQ.MALTA MX 175,74G1,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641319,PP-89Y,JABJ_01093,Jakarlı,1.271
2023-06-22,1812-R4FD-R14-SD4602-7458,RCQ.MALTA-R14,RCQ.MALTA MX 119,7458,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641478,PP-89Y,JABJ_01096,Jakarlı,1.271
2023-06-22,1812-R4FD-R14-SD4602-7468-2,RCQ.MALTA-R14,RCQ.MALTA MX 119,7468-2,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641320,PP-89Y,JABJ_01093,Jakarlı,1.779
2023-06-22,1812-R4FD-R14-SD4602-74B6,RCQ.MALTA-R14,RCQ.MALTA MX 119,74B6,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1640296,PP-89Y,JABJ_01074,Jakarlı,40.783
2023-06-22,1812-R4FD-R14-SD4602-74B6,RCQ.MALTA-R14,RCQ.MALTA MX 119,74B6,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641476,PP-89Y,JABJ_01096,Jakarlı,1.271
2023-06-22,1812-R4FD-R14-SD4602-74CE-1,RCQ.MALTA-R14,RCQ.MALTA MX 119,74CE-1,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641321,PP-89Y,JABJ_01093,Jakarlı,5.082
2023-06-22,1812-R7FD-R21-SD4683-741061,RCQ.MALTA-R21,RCQ.MALTA HX 119,741061,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641326,PP-89Y,JABJ_01093,Jakarlı,5.082
2023-06-22,1812-R7FD-R21-SD4683-741068,RCQ.MALTA-R21,RCQ.MALTA HX 119,741068,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641325,PP-89Y,JABJ_01093,Jakarlı,1.779
2023-06-22,1812-R7FD-R21-SD4683-7410N7,RCQ.MALTA-R21,RCQ.MALTA HX 119,7410N7,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S138,1641480,PP-89Y,JABJ_01096,Jakarlı,1.271
2023-06-22,48068-123-FY812-BM01000,TAYCAN-A,TAYCAN 01,BM01000,CHEMA TEKSTIL,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,CEROTEX FASON,FRM/KREM BONE,4800 CLAS,S081,1640433,03,CHMT_00018,Jakarlı,11.0
2023-06-22,48068-123-FY812-BM01428,TAYCAN-A,TAYCAN 01,BM01428,CHEMA TEKSTIL,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,CEROTEX FASON,FRM/KREM BONE,4800 CLAS,S081,1640434,03,CHMT_00018,Jakarlı,26.4
2023-06-22,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS E.W. BREDEMEIER,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S081,1640432,89YBB,E001X0090_00008,Armürlü,11.0
2023-06-22,48101-E3RBK-M0484X2R72-X1010,ANGOLA-E,ANGOLA 05-1,X1010,KETS STOK SERVİS,TURKEY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y039,1640669,K59X,KSS_01784,Jakarlı,16.5
2023-06-22,48102-B7E3-EL-SD1990R1/1-X10A1,ELC.FOSSO-B,ELC.FOSSO 01-1,X10A1,DLTOPTEKS MASSOUD,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,Y039,1640670,DK89YBB,E001X0077_00033,Jakarlı,11.0
2023-06-22,48127-L21EK-SD3417/1-X10A6,STRONG-L,STRONG 06-1,X10A6,ACTONA POLAND,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S087,1640656,PP-K89Y,SITS_01688,Jakarlı,52.8
2023-06-22,48127-L21EK-SD3417/1-X10A6,STRONG-L,STRONG 06-1,X10A6,ACTONA POLAND,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S089,1641355,PP-K89Y,SITS_01684_2K,Jakarlı,8.8
2023-06-22,4974-A3RP9-EL-M0484X2R7-D810,EL.GINA-A,EL.GINA 201-1,D810,BRU TEXTILES,BELGIUM,FRM 0003 004,KREM,ATKI,SATEN,FRM/KUKURT,4800 CLAS,S080,1640193,DK213,BRUTEX_05217,Jakarlı,57.519
2023-06-22,4974-D3RM-P605-1R4/1-Q10G1,GINA-D,GINA 04FM-1,Q10G1,WARWICK,AUSTRALIA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BEYAZ,4800 CLAS,S086,1640769,K03,WAR-A_01808,Jakarlı,26.4
2023-06-22,4974-G3RP9-SG8041/1-1062,GINA-G,GINA 10,1062,WARWICK,AUSTRALIA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S091,1640575,K03,WAR-A_01798,Jakarlı,23.1
2023-06-22,4976-G2RE3-EL-M2828-10T6BK,EL.GABON-G,ELB.GABON 153,10T6BK,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S036,1640268,DK89Y,FRG_03159,Jakarlı,44.0
2023-06-22,4976-G2RE3-EL-M2829-10T6BK,EL.GABON-G,ELB.GABON 152,10T6BK,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S036,1640269,DK89Y,FRG_03159,Jakarlı,19.8
2023-06-22,4976-G2RE3-EL-M2829-10T6BK,EL.GABON-G,ELB.GABON 152,10T6BK,FARGOTEX,POLAND,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S091,1640576,DK89Y,FRG_03159,Jakarlı,18.0
2023-06-22,4976-R8RH-R20-SD2183/1-CEV3,FR.GABON-R20,GABON 290FR,CEV3,OSBORNE-LITTLE,UK,FRM 0003 004,KREM,ATKI,SATEN,FRM/KOYU BEJ,4800 CLAS,S033,1640442,K89YFR,OSBN_00228,Jakarlı,0.67
2023-07-06,91308-EXEKRU-CLASSIC-0000,CLASSIC VELVET,CLASSIC,0000,KUZULUK ÜRETİM,TURKEY,PS 2002 000,EKRU,HAV,KADİFE DÜZ,3802(PS P300 EKRU),KADİFE DÜZ,KK03,1641605,ON-CLASSIC,KZLK_00386,Kadife,830.885
2023-07-10,1803-R31G-R1-M1457-J7Q7,KING-R1,KING 01,J7Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/ZEBRA 1860 TEL,1800 CLASS,S142,1640922,14-04SL,FLE_01637,Armürlü,159.446
2023-07-10,1803-R31G-R3-M1457/2-T4DB,KING-R3,KING 02,T4DB,KALAR TEXTILE,IRAN,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,A27,1641314,14-1,KLR_00063,Armürlü,6.139
2023-07-10,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,BSS 0004 097,BUZ,ATKI,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,S140,1640918,14-04SL,FLE_01636,Armürlü,265.744
2023-07-10,1803-R31G-R3-M1457/2-T4Q7,KING-R3,KING 02,T4Q7,HOME GROUP,LITHUANIA,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,S140,1640918,14-04SL,FLE_01636,Armürlü,233.539
2023-07-10,1812-A41N2-A1-M4078X/1-7444,RCQ.MALTA-A1,RCQ.MALTA 18,7444,CASA MOBİLYA,TURKEY,RCQPPH 1100 008,KAR,ATKI,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S144,1640945,PP-59X,CSMB_00022,Jakarlı,19.911
2023-07-10,1812-A41N2-A1-M4078X/1-7444,RCQ.MALTA-A1,RCQ.MALTA 18,7444,CASA MOBİLYA,TURKEY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S144,1640945,PP-59X,CSMB_00022,Jakarlı,53.13
2023-07-10,1812-B2FC-B4-M4836/1-74A2,RCQ.MALTA-B4,RCQ.MALTA BC 118,74A2,CONCERTEX,USA,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S052,1641659,PP-89Y,CTEX_00001,Jakarlı,1.271
2023-07-10,1812-D41GC-D6-M5069-7461,RCQ.MALTA-D6,RCQ.MALTA HX 322,7461,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S052,1640517,PP-89Y,JABJ_01073,Jakarlı,42.638
2023-07-10,1812-D41GC-D6-M5069-7468,RCQ.MALTA-D6,RCQ.MALTA HX 322,7468,JAB ANSTOETZ,GERMANY,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S052,1640516,PP-89Y,JABJ_01073,Jakarlı,42.638
2023-07-10,1812-R8FD-R23-SD4591R1-74A644,RCQ.MALTA-R23,RCQ.MALTA MX 127-1,74A644,P/KAUFMANN,USA,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1640910,PP-89Y,PKAUF_00115,Jakarlı,26.681
2023-07-10,1812-R8FD-R23-SD4591R1-74A6G1,RCQ.MALTA-R23,RCQ.MALTA MX 127-1,74A6G1,P/KAUFMANN,USA,RCQPPH 1100 008,KAR,ÇÖZGÜ,SATEN,RCQPPH 1100/KAR 1860 TEL,1800,S056,1640909,PP-89Y,PKAUF_00115,Jakarlı,26.681
2023-07-10,1815-A2RG-M2765R2-T4U7,FLEUR-A,FLEUR 03-1,T4U7,PERSAN  A.S.,TURKEY,NPE 1000 449,KUMRU,ÇÖZGÜ,SATEN,NPE 1000/KUMRU 1860 TEL,1800 CLASS,S140,1641441,105W,PRS_01511,Jakarlı,11.677
2023-07-10,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS HAINING QIANGXIN FURNITURE,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S084,1641131,PP-89YFF,E086X0021_00014,Armürlü,168.0
2023-07-10,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,DLTOPTEKS HAINING QIANGXIN FURNITURE,USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S084,1641329,PP-89YFF,E086X0021_00014,Armürlü,16.8
2023-07-10,48101-D3RBK-E4446/54-X1010,ANGOLA-D,ANGOLA 04,X1010,"DLTOPTEKS Trayton Furniture (Jiaxing) Co., Ltd.",USA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S097,1640580,K89YBB,E086X0020_00045,Armürlü,44.0
2023-07-10,48101-E3RBK-M0484X2R72-X1010,ANGOLA-E,ANGOLA 05-1,X1010,T.T TREND,RUSSIA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S087,1641133,K59X,TTT_00960,Jakarlı,74.8
2023-07-10,48102-E7RE3-SD5575-X10A2BKU9,FOSSO-E,FOSSO TR 401,X10A2BKU9,CUT AND LOOP,MOROCCO,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BONE,4800 CLAS,S087,1641132,K89Y,CUT_00035,Jakarlı,11.0
2023-07-10,4974-F3RP9-P605-1R4/2-Q1033,GINA-F,GINA 04FT-1,Q1033,WARWICK,AUSTRALIA,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM BEYAZ,4800 CLAS,S086,1640770,K03,WAR-A_01808,Jakarlı,44.0
2023-07-10,4974-T5RP9-SD1043-1084,GINA-T,GINA 48,1084,FABBRI,ITALY,FRM 0003 004,KREM,ÇÖZGÜ,SATEN,FRM/KREM,4800 CLAS,S080,1641126,K03,FBR_01220,Jakarlı,26.4
